imageName,imagePath,class,height,width
03813.jpg,Dataset/Car Images/Train Images/Acura Integra Type R 2001/03813.jpg,Acura Integra Type R 2001,480,640
03608.jpg,Dataset/Car Images/Train Images/Acura Integra Type R 2001/03608.jpg,Acura Integra Type R 2001,440,600
04962.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/04962.jpg,Lamborghini Diablo Coupe 2001,250,350
02446.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02446.jpg,Lamborghini Diablo Coupe 2001,598,900
00521.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/00521.jpg,Lamborghini Diablo Coupe 2001,480,640
04791.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/04791.jpg,Lamborghini Diablo Coupe 2001,600,1024
02337.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02337.jpg,Lamborghini Diablo Coupe 2001,480,640
03983.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/03983.jpg,Lamborghini Diablo Coupe 2001,384,512
07658.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/07658.jpg,Lamborghini Diablo Coupe 2001,683,1024
01995.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01995.jpg,Lamborghini Diablo Coupe 2001,480,640
06341.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/06341.jpg,Lamborghini Diablo Coupe 2001,480,640
01189.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01189.jpg,Lamborghini Diablo Coupe 2001,480,640
03775.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/03775.jpg,Lamborghini Diablo Coupe 2001,524,698
05264.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/05264.jpg,Lamborghini Diablo Coupe 2001,480,640
01717.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01717.jpg,Lamborghini Diablo Coupe 2001,325,500
08121.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/08121.jpg,Lamborghini Diablo Coupe 2001,204,300
04295.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/04295.jpg,Lamborghini Diablo Coupe 2001,380,482
00756.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/00756.jpg,Lamborghini Diablo Coupe 2001,435,600
03868.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/03868.jpg,Lamborghini Diablo Coupe 2001,473,800
00636.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/00636.jpg,Lamborghini Diablo Coupe 2001,300,400
06641.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/06641.jpg,Lamborghini Diablo Coupe 2001,360,480
06318.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/06318.jpg,Lamborghini Diablo Coupe 2001,546,607
02387.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02387.jpg,Lamborghini Diablo Coupe 2001,213,320
01499.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01499.jpg,Lamborghini Diablo Coupe 2001,480,640
02806.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02806.jpg,Lamborghini Diablo Coupe 2001,768,1024
08132.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/08132.jpg,Lamborghini Diablo Coupe 2001,332,500
07571.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/07571.jpg,Lamborghini Diablo Coupe 2001,360,640
07203.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/07203.jpg,Lamborghini Diablo Coupe 2001,319,483
04441.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/04441.jpg,Lamborghini Diablo Coupe 2001,620,930
03492.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/03492.jpg,Lamborghini Diablo Coupe 2001,465,800
02613.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02613.jpg,Lamborghini Diablo Coupe 2001,480,640
05632.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/05632.jpg,Lamborghini Diablo Coupe 2001,402,600
01090.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01090.jpg,Lamborghini Diablo Coupe 2001,358,540
05876.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/05876.jpg,Lamborghini Diablo Coupe 2001,423,586
02117.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02117.jpg,Lamborghini Diablo Coupe 2001,1200,1920
00853.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/00853.jpg,Lamborghini Diablo Coupe 2001,960,1280
07736.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/07736.jpg,Lamborghini Diablo Coupe 2001,960,1280
03626.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/03626.jpg,Lamborghini Diablo Coupe 2001,1200,1600
05096.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/05096.jpg,Lamborghini Diablo Coupe 2001,300,400
07865.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/07865.jpg,Lamborghini Diablo Coupe 2001,189,300
02676.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02676.jpg,Lamborghini Diablo Coupe 2001,600,800
01183.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01183.jpg,Lamborghini Diablo Coupe 2001,680,1024
02475.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02475.jpg,Lamborghini Diablo Coupe 2001,1200,1600
01585.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/01585.jpg,Lamborghini Diablo Coupe 2001,575,1024
02489.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/02489.jpg,Lamborghini Diablo Coupe 2001,154,205
00249.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/00249.jpg,Lamborghini Diablo Coupe 2001,480,640
04826.jpg,Dataset/Car Images/Train Images/Lamborghini Diablo Coupe 2001/04826.jpg,Lamborghini Diablo Coupe 2001,330,500
04630.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04630.jpg,BMW M3 Coupe 2012,333,500
01993.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/01993.jpg,BMW M3 Coupe 2012,326,434
05471.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/05471.jpg,BMW M3 Coupe 2012,360,480
02691.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02691.jpg,BMW M3 Coupe 2012,303,802
06234.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/06234.jpg,BMW M3 Coupe 2012,194,259
02287.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02287.jpg,BMW M3 Coupe 2012,282,386
05477.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/05477.jpg,BMW M3 Coupe 2012,121,215
06426.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/06426.jpg,BMW M3 Coupe 2012,334,500
04594.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04594.jpg,BMW M3 Coupe 2012,403,960
07922.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/07922.jpg,BMW M3 Coupe 2012,333,500
02480.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02480.jpg,BMW M3 Coupe 2012,600,800
08032.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/08032.jpg,BMW M3 Coupe 2012,390,520
01065.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/01065.jpg,BMW M3 Coupe 2012,1200,1920
00971.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/00971.jpg,BMW M3 Coupe 2012,449,623
04915.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04915.jpg,BMW M3 Coupe 2012,104,140
01489.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/01489.jpg,BMW M3 Coupe 2012,774,1032
02195.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02195.jpg,BMW M3 Coupe 2012,600,800
07228.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/07228.jpg,BMW M3 Coupe 2012,305,504
00546.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/00546.jpg,BMW M3 Coupe 2012,333,500
06080.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/06080.jpg,BMW M3 Coupe 2012,170,296
02033.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02033.jpg,BMW M3 Coupe 2012,194,259
00592.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/00592.jpg,BMW M3 Coupe 2012,480,640
05011.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/05011.jpg,BMW M3 Coupe 2012,104,140
03451.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/03451.jpg,BMW M3 Coupe 2012,320,495
03294.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/03294.jpg,BMW M3 Coupe 2012,335,500
04840.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04840.jpg,BMW M3 Coupe 2012,3072,4608
07187.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/07187.jpg,BMW M3 Coupe 2012,768,1024
03478.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/03478.jpg,BMW M3 Coupe 2012,342,640
05584.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/05584.jpg,BMW M3 Coupe 2012,834,1449
01443.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/01443.jpg,BMW M3 Coupe 2012,333,500
01122.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/01122.jpg,BMW M3 Coupe 2012,480,640
02172.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02172.jpg,BMW M3 Coupe 2012,194,259
02006.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/02006.jpg,BMW M3 Coupe 2012,128,203
03865.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/03865.jpg,BMW M3 Coupe 2012,216,300
07034.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/07034.jpg,BMW M3 Coupe 2012,333,500
03181.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/03181.jpg,BMW M3 Coupe 2012,333,500
01807.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/01807.jpg,BMW M3 Coupe 2012,282,386
07657.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/07657.jpg,BMW M3 Coupe 2012,183,276
05478.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/05478.jpg,BMW M3 Coupe 2012,929,1280
04777.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04777.jpg,BMW M3 Coupe 2012,1063,1600
04945.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04945.jpg,BMW M3 Coupe 2012,300,600
04760.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/04760.jpg,BMW M3 Coupe 2012,1149,1599
05867.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/05867.jpg,BMW M3 Coupe 2012,1037,1599
07081.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/07081.jpg,BMW M3 Coupe 2012,640,1024
06758.jpg,Dataset/Car Images/Train Images/BMW M3 Coupe 2012/06758.jpg,BMW M3 Coupe 2012,168,300
01761.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/01761.jpg,Suzuki SX4 Hatchback 2012,480,640
05854.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05854.jpg,Suzuki SX4 Hatchback 2012,768,1024
04587.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04587.jpg,Suzuki SX4 Hatchback 2012,1066,1600
07934.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/07934.jpg,Suzuki SX4 Hatchback 2012,446,663
04582.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04582.jpg,Suzuki SX4 Hatchback 2012,472,975
04153.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04153.jpg,Suzuki SX4 Hatchback 2012,352,653
03947.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03947.jpg,Suzuki SX4 Hatchback 2012,720,1280
07301.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/07301.jpg,Suzuki SX4 Hatchback 2012,824,1024
05700.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05700.jpg,Suzuki SX4 Hatchback 2012,768,1024
03841.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03841.jpg,Suzuki SX4 Hatchback 2012,540,900
06247.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06247.jpg,Suzuki SX4 Hatchback 2012,1200,1600
00230.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/00230.jpg,Suzuki SX4 Hatchback 2012,2775,3699
04057.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04057.jpg,Suzuki SX4 Hatchback 2012,410,665
05215.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05215.jpg,Suzuki SX4 Hatchback 2012,474,800
03884.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03884.jpg,Suzuki SX4 Hatchback 2012,398,740
06123.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06123.jpg,Suzuki SX4 Hatchback 2012,563,800
05951.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05951.jpg,Suzuki SX4 Hatchback 2012,469,750
03919.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03919.jpg,Suzuki SX4 Hatchback 2012,683,1024
03518.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03518.jpg,Suzuki SX4 Hatchback 2012,768,1024
03487.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03487.jpg,Suzuki SX4 Hatchback 2012,1288,1936
06272.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06272.jpg,Suzuki SX4 Hatchback 2012,768,1024
01523.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/01523.jpg,Suzuki SX4 Hatchback 2012,492,786
05234.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05234.jpg,Suzuki SX4 Hatchback 2012,768,1024
03490.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03490.jpg,Suzuki SX4 Hatchback 2012,768,1024
00189.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/00189.jpg,Suzuki SX4 Hatchback 2012,480,640
00572.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/00572.jpg,Suzuki SX4 Hatchback 2012,768,1024
03044.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03044.jpg,Suzuki SX4 Hatchback 2012,527,792
00565.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/00565.jpg,Suzuki SX4 Hatchback 2012,600,800
03284.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03284.jpg,Suzuki SX4 Hatchback 2012,600,800
05583.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05583.jpg,Suzuki SX4 Hatchback 2012,412,800
01594.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/01594.jpg,Suzuki SX4 Hatchback 2012,1920,2560
02061.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/02061.jpg,Suzuki SX4 Hatchback 2012,456,688
06777.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06777.jpg,Suzuki SX4 Hatchback 2012,1205,1600
04809.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04809.jpg,Suzuki SX4 Hatchback 2012,682,1024
05109.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/05109.jpg,Suzuki SX4 Hatchback 2012,240,650
06170.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06170.jpg,Suzuki SX4 Hatchback 2012,1067,1600
06602.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06602.jpg,Suzuki SX4 Hatchback 2012,1209,1600
00475.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/00475.jpg,Suzuki SX4 Hatchback 2012,454,808
02272.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/02272.jpg,Suzuki SX4 Hatchback 2012,531,800
04364.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04364.jpg,Suzuki SX4 Hatchback 2012,1078,1614
04013.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/04013.jpg,Suzuki SX4 Hatchback 2012,416,700
06638.jpg,Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/06638.jpg,Suzuki SX4 Hatchback 2012,800,1280
01205.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/01205.jpg,Bentley Mulsanne Sedan 2011,183,300
02718.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/02718.jpg,Bentley Mulsanne Sedan 2011,368,490
03404.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/03404.jpg,Bentley Mulsanne Sedan 2011,350,526
01039.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/01039.jpg,Bentley Mulsanne Sedan 2011,355,569
06636.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06636.jpg,Bentley Mulsanne Sedan 2011,371,590
06233.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06233.jpg,Bentley Mulsanne Sedan 2011,194,260
00732.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/00732.jpg,Bentley Mulsanne Sedan 2011,653,900
06181.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06181.jpg,Bentley Mulsanne Sedan 2011,194,259
04783.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/04783.jpg,Bentley Mulsanne Sedan 2011,533,800
04690.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/04690.jpg,Bentley Mulsanne Sedan 2011,281,440
06326.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06326.jpg,Bentley Mulsanne Sedan 2011,346,590
03506.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/03506.jpg,Bentley Mulsanne Sedan 2011,540,900
02386.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/02386.jpg,Bentley Mulsanne Sedan 2011,782,1280
05548.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/05548.jpg,Bentley Mulsanne Sedan 2011,435,600
00746.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/00746.jpg,Bentley Mulsanne Sedan 2011,186,248
03299.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/03299.jpg,Bentley Mulsanne Sedan 2011,200,300
05763.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/05763.jpg,Bentley Mulsanne Sedan 2011,900,1440
03928.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/03928.jpg,Bentley Mulsanne Sedan 2011,183,275
06110.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06110.jpg,Bentley Mulsanne Sedan 2011,263,263
00167.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/00167.jpg,Bentley Mulsanne Sedan 2011,275,440
05803.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/05803.jpg,Bentley Mulsanne Sedan 2011,125,200
00589.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/00589.jpg,Bentley Mulsanne Sedan 2011,403,607
06729.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06729.jpg,Bentley Mulsanne Sedan 2011,673,1024
07433.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/07433.jpg,Bentley Mulsanne Sedan 2011,478,717
02789.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/02789.jpg,Bentley Mulsanne Sedan 2011,968,1296
03285.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/03285.jpg,Bentley Mulsanne Sedan 2011,393,640
05971.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/05971.jpg,Bentley Mulsanne Sedan 2011,480,640
03455.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/03455.jpg,Bentley Mulsanne Sedan 2011,682,1024
04771.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/04771.jpg,Bentley Mulsanne Sedan 2011,180,280
06952.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06952.jpg,Bentley Mulsanne Sedan 2011,122,213
07285.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/07285.jpg,Bentley Mulsanne Sedan 2011,392,520
05928.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/05928.jpg,Bentley Mulsanne Sedan 2011,431,570
06217.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/06217.jpg,Bentley Mulsanne Sedan 2011,782,1280
05722.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/05722.jpg,Bentley Mulsanne Sedan 2011,850,1280
01552.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/01552.jpg,Bentley Mulsanne Sedan 2011,414,625
00856.jpg,Dataset/Car Images/Train Images/Bentley Mulsanne Sedan 2011/00856.jpg,Bentley Mulsanne Sedan 2011,332,500
05499.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05499.jpg,Chevrolet Corvette Convertible 2012,366,550
06386.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/06386.jpg,Chevrolet Corvette Convertible 2012,315,500
05249.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05249.jpg,Chevrolet Corvette Convertible 2012,333,500
00872.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/00872.jpg,Chevrolet Corvette Convertible 2012,338,510
07925.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/07925.jpg,Chevrolet Corvette Convertible 2012,469,750
01411.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01411.jpg,Chevrolet Corvette Convertible 2012,600,800
01573.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01573.jpg,Chevrolet Corvette Convertible 2012,768,1024
05932.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05932.jpg,Chevrolet Corvette Convertible 2012,424,634
03211.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/03211.jpg,Chevrolet Corvette Convertible 2012,1200,1600
03749.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/03749.jpg,Chevrolet Corvette Convertible 2012,1496,2244
03908.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/03908.jpg,Chevrolet Corvette Convertible 2012,412,620
07575.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/07575.jpg,Chevrolet Corvette Convertible 2012,320,640
08097.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/08097.jpg,Chevrolet Corvette Convertible 2012,491,690
01847.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01847.jpg,Chevrolet Corvette Convertible 2012,1200,1600
07749.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/07749.jpg,Chevrolet Corvette Convertible 2012,250,375
00751.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/00751.jpg,Chevrolet Corvette Convertible 2012,768,1024
00963.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/00963.jpg,Chevrolet Corvette Convertible 2012,396,600
01116.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01116.jpg,Chevrolet Corvette Convertible 2012,384,550
06902.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/06902.jpg,Chevrolet Corvette Convertible 2012,1200,1600
01710.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01710.jpg,Chevrolet Corvette Convertible 2012,938,1500
08125.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/08125.jpg,Chevrolet Corvette Convertible 2012,180,318
07570.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/07570.jpg,Chevrolet Corvette Convertible 2012,223,514
01086.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01086.jpg,Chevrolet Corvette Convertible 2012,300,400
00415.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/00415.jpg,Chevrolet Corvette Convertible 2012,1328,2000
05208.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05208.jpg,Chevrolet Corvette Convertible 2012,1066,1600
05740.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05740.jpg,Chevrolet Corvette Convertible 2012,683,1024
00348.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/00348.jpg,Chevrolet Corvette Convertible 2012,295,540
05436.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05436.jpg,Chevrolet Corvette Convertible 2012,529,800
06923.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/06923.jpg,Chevrolet Corvette Convertible 2012,265,470
05557.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/05557.jpg,Chevrolet Corvette Convertible 2012,480,640
01108.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/01108.jpg,Chevrolet Corvette Convertible 2012,360,480
07431.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/07431.jpg,Chevrolet Corvette Convertible 2012,799,1282
06589.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/06589.jpg,Chevrolet Corvette Convertible 2012,960,1280
00265.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/00265.jpg,Chevrolet Corvette Convertible 2012,266,400
06166.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/06166.jpg,Chevrolet Corvette Convertible 2012,375,500
04954.jpg,Dataset/Car Images/Train Images/Chevrolet Corvette Convertible 2012/04954.jpg,Chevrolet Corvette Convertible 2012,469,750
